datetime,timestamp,open,high,low,close,volume,rsi,max_price,min_price,fib_23.6,fib_38.2,fib_50.0,fib_61.8,fib_78.6
2024-10-14 10:00:00,1728900000000,64822.24,64999.0,64695.79,64860.18,1212.28075,,,,,,,,
2024-10-14 11:00:00,1728903600000,64860.18,65188.57,64800.01,64920.06,1604.40044,,,,,,,,
2024-10-14 12:00:00,1728907200000,64920.05,65000.0,64743.0,64868.05,1400.73972,,,,,,,,
2024-10-14 13:00:00,1728910800000,64868.06,65292.0,64660.56,65150.01,1898.5951,,,,,,,,
2024-10-14 14:00:00,1728914400000,65150.01,66299.93,65116.0,65922.0,5246.02328,,,,,,,,
2024-10-14 15:00:00,1728918000000,65922.0,66111.16,65800.0,65870.0,2620.60347,,,,,,,,
2024-10-14 16:00:00,1728921600000,65870.0,66014.0,65609.04,65703.99,2115.94718,,,,,,,,
2024-10-14 17:00:00,1728925200000,65703.99,65846.0,65459.0,65640.01,1061.53508,,,,,,,,
2024-10-14 18:00:00,1728928800000,65640.0,65960.0,65579.9,65769.59,978.39321,,,,,,,,
2024-10-14 19:00:00,1728932400000,65769.59,66072.3,65723.4,65939.4,1385.23734,,,,,,,,
2024-10-14 20:00:00,1728936000000,65939.41,66050.0,65815.56,65925.97,589.40036,,,,,,,,
2024-10-14 21:00:00,1728939600000,65925.98,65999.0,65730.0,65782.14,396.51022,,,,,,,,
2024-10-14 22:00:00,1728943200000,65782.14,66500.0,65770.0,66454.0,1948.67266,,,,,,,,
2024-10-14 23:00:00,1728946800000,66454.01,66500.0,66035.29,66083.99,946.55585,,,,,,,,
2024-10-15 00:00:00,1728950400000,66084.0,66330.0,65856.45,65929.99,1154.23779,67.25305207476592,,,,,,,
2024-10-15 01:00:00,1728954000000,65930.0,66013.83,65733.39,65866.48,694.44944,65.80143706475428,,,,,,,
2024-10-15 02:00:00,1728957600000,65866.48,65928.0,65706.01,65759.99,617.73826,63.33300628456663,,,,,,,
2024-10-15 03:00:00,1728961200000,65759.99,65760.0,65324.4,65400.0,1108.4005,55.72297930454959,,,,,,,
2024-10-15 04:00:00,1728964800000,65399.99,65691.21,65322.0,65599.99,567.45376,58.692507495433645,,,,,,,
2024-10-15 05:00:00,1728968400000,65599.99,65600.0,65201.0,65363.24,822.80503,54.06946853413527,66500.0,64660.56,66065.89216,65797.33392,65580.28,65363.22608,65054.20016
2024-10-15 06:00:00,1728972000000,65363.25,65612.17,65285.24,65564.98,735.52735,57.16563255427879,66500.0,64660.56,66065.89216,65797.33392,65580.28,65363.22608,65054.20016
2024-10-15 07:00:00,1728975600000,65564.98,65846.0,65560.01,65638.74,1193.58339,58.273152703715205,66500.0,64660.56,66065.89216,65797.33392,65580.28,65363.22608,65054.20016
2024-10-15 08:00:00,1728979200000,65638.74,65850.0,65615.57,65754.0,565.5957,60.01303593055651,66500.0,64660.56,66065.89216,65797.33392,65580.28,65363.22608,65054.20016
2024-10-15 09:00:00,1728982800000,65753.99,65785.33,65602.68,65637.99,1081.37313,57.41793877506161,66500.0,65116.0,66173.376,65971.312,65808.0,65644.688,65412.176
2024-10-15 10:00:00,1728986400000,65637.99,65750.0,65582.95,65679.94,642.13152,58.12312450728049,66500.0,65201.0,66193.436,66003.782,65850.5,65697.218,65478.986
2024-10-15 11:00:00,1728990000000,65679.95,65720.0,65280.0,65399.69,1509.55209,51.93530213049628,66500.0,65201.0,66193.436,66003.782,65850.5,65697.218,65478.986
2024-10-15 12:00:00,1728993600000,65399.68,65964.56,65383.5,65802.01,1376.78893,58.72817174362874,66500.0,65201.0,66193.436,66003.782,65850.5,65697.218,65478.986
2024-10-15 13:00:00,1728997200000,65802.01,67767.66,65770.0,67658.0,4758.39408,75.75279335825911,67767.66,65201.0,67161.92824000001,66787.19588,66484.33,66181.46412,65750.26524000001
2024-10-15 14:00:00,1729000800000,67658.0,67950.0,65150.01,65376.0,9039.37258,48.99301075474515,67950.0,65150.01,67289.20236,66880.40382,66550.005,66219.60618,65749.20786
2024-10-15 15:00:00,1729004400000,65376.01,66300.0,64800.01,66022.0,5392.7639,53.95203191574167,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 16:00:00,1729008000000,66022.01,67218.0,65982.55,66868.2,3418.13618,59.505761106778955,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 17:00:00,1729011600000,66868.21,67059.33,66501.0,66808.01,1765.93618,58.961038551873024,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 18:00:00,1729015200000,66808.0,67390.89,66754.0,66901.15,1591.98685,59.57768201433618,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 19:00:00,1729018800000,66901.15,67051.99,66574.94,66970.18,1664.01097,60.05671767315103,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 20:00:00,1729022400000,66970.18,67007.99,66391.65,66469.41,1318.01559,54.9676426391193,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 21:00:00,1729026000000,66469.41,66614.0,66130.64,66432.0,1096.16117,54.59544998304639,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 22:00:00,1729029600000,66432.01,66992.0,66409.42,66747.58,795.05313,57.22657315971996,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-15 23:00:00,1729033200000,66747.59,67156.47,66675.06,67074.14,774.48671,59.82121155230361,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 00:00:00,1729036800000,67074.14,67138.96,66759.01,66874.04,786.91734,57.51880795076934,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 01:00:00,1729040400000,66874.04,67496.89,66750.49,67375.99,1155.89777,61.51974940480065,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 02:00:00,1729044000000,67376.0,67561.04,67241.04,67280.01,855.21854,60.349326268756606,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 03:00:00,1729047600000,67280.01,67293.99,67071.33,67095.98,710.36875,58.068149751125134,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 04:00:00,1729051200000,67095.99,67236.0,66885.05,67000.0,694.88785,56.860954781724274,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 05:00:00,1729054800000,67000.0,67361.41,66930.71,67218.74,776.15846,58.95521002815386,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 06:00:00,1729058400000,67218.74,67300.0,66961.62,67050.0,772.89972,56.66969298856609,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 07:00:00,1729062000000,67050.0,67050.01,66775.67,66972.53,826.47,55.60391237198273,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 08:00:00,1729065600000,66972.53,67270.15,66917.52,67129.82,1139.02083,57.357439432889294,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 09:00:00,1729069200000,67129.82,67469.0,67087.26,67420.01,1155.95012,60.460332432223765,67950.0,64800.01,67206.60236,66746.70382,66375.005,66003.30618,65474.107860000004
2024-10-16 10:00:00,1729072800000,67420.01,67799.0,67323.61,67733.54,2132.60078,63.54666115385436,67799.0,64800.01,67091.23836,66653.38582,66299.505,65945.62418,65441.793860000005
2024-10-16 11:00:00,1729076400000,67733.55,68424.0,67602.05,67894.72,4243.53323,65.05670565327799,68424.0,65982.55,67847.8178,67491.3661,67203.275,66915.1839,66505.0203
2024-10-16 12:00:00,1729080000000,67894.73,68058.0,67670.0,67832.0,2119.64251,63.946637288054035,68424.0,66130.64,67882.76704,67547.93648,67277.32,67006.70352,66621.41904
2024-10-16 13:00:00,1729083600000,67832.0,67962.0,67117.18,67386.0,2383.91323,56.55648239336482,68424.0,66130.64,67882.76704,67547.93648,67277.32,67006.70352,66621.41904
2024-10-16 14:00:00,1729087200000,67386.0,68308.91,67346.0,67671.91,3438.188,59.76646851065448,68424.0,66130.64,67882.76704,67547.93648,67277.32,67006.70352,66621.41904
2024-10-16 15:00:00,1729090800000,67671.91,68050.0,67391.01,67749.99,1400.46686,60.6221754108314,68424.0,66130.64,67882.76704,67547.93648,67277.32,67006.70352,66621.41904
2024-10-16 16:00:00,1729094400000,67750.0,67929.99,67482.0,67823.88,1175.82956,61.4575979768498,68424.0,66130.64,67882.76704,67547.93648,67277.32,67006.70352,66621.41904
2024-10-16 17:00:00,1729098000000,67823.88,68100.0,67686.0,67942.0,983.28128,62.815712523883626,68424.0,66409.42,67948.55912,67654.43044,67416.70999999999,67178.98956,66840.54012
2024-10-16 18:00:00,1729101600000,67942.0,68064.0,67780.32,67822.74,688.26491,60.4978194615003,68424.0,66675.06,68011.25016,67755.90492,67549.53,67343.15508,67049.33316
2024-10-16 19:00:00,1729105200000,67822.73,67952.84,67643.24,67728.0,727.95399,58.646462411047494,68424.0,66750.49,68029.05164,67784.71918,67587.245,67389.77082,67108.62114
2024-10-16 20:00:00,1729108800000,67728.01,67954.03,67630.0,67630.01,594.85817,56.71329956989,68424.0,66750.49,68029.05164,67784.71918,67587.245,67389.77082,67108.62114
2024-10-16 21:00:00,1729112400000,67630.01,67706.0,67500.0,67566.9,394.73361,55.44566144323705,68424.0,66775.67,68034.99412,67794.33794,67599.83499999999,67405.33206,67128.41262
2024-10-16 22:00:00,1729116000000,67566.9,67860.0,67563.84,67790.01,413.91674,58.93977668178587,68424.0,66775.67,68034.99412,67794.33794,67599.83499999999,67405.33206,67128.41262
2024-10-16 23:00:00,1729119600000,67790.0,67827.48,67602.34,67620.01,367.28319,55.37620898775041,68424.0,66775.67,68034.99412,67794.33794,67599.83499999999,67405.33206,67128.41262
2024-10-17 00:00:00,1729123200000,67620.0,67939.4,67580.0,67709.99,437.46753,56.862861968793645,68424.0,66775.67,68034.99412,67794.33794,67599.83499999999,67405.33206,67128.41262
2024-10-17 01:00:00,1729126800000,67709.99,67899.99,67406.99,67893.98,839.22722,59.811224168638624,68424.0,66775.67,68034.99412,67794.33794,67599.83499999999,67405.33206,67128.41262
2024-10-17 02:00:00,1729130400000,67893.98,67908.48,67408.0,67472.01,748.44335,51.172694457150556,68424.0,66775.67,68034.99412,67794.33794,67599.83499999999,67405.33206,67128.41262
