datetime,timestamp,open,high,low,close,volume
2024-11-15 14:15:00,1731680100000,89763.98,89828.54,89242.42,89324.67,535.56938
2024-11-15 14:30:00,1731681000000,89324.67,89440.61,88585.33,89323.06,1410.07065
2024-11-15 14:45:00,1731681900000,89323.06,89976.05,88890.2,89107.98,988.99219
2024-11-15 15:00:00,1731682800000,89107.97,89134.74,88206.89,88490.25,924.23484
2024-11-15 15:15:00,1731683700000,88490.25,88606.03,87754.45,88235.38,1268.81943
2024-11-15 15:30:00,1731684600000,88235.38,88643.55,87800.08,88196.0,941.96017
2024-11-15 15:45:00,1731685500000,88196.0,88836.99,88101.0,88445.41,864.01368
2024-11-15 16:00:00,1731686400000,88445.4,89199.29,88386.99,89152.01,697.99837
2024-11-15 16:15:00,1731687300000,89152.01,89700.0,88880.09,89632.99,915.97515
2024-11-15 16:30:00,1731688200000,89632.99,89768.41,88960.0,89106.57,714.33813
2024-11-15 16:45:00,1731689100000,89106.57,89567.98,88948.71,89375.99,417.53077
2024-11-15 17:00:00,1731690000000,89376.0,89698.98,89287.34,89570.38,468.52788
2024-11-15 17:15:00,1731690900000,89570.37,89832.01,89431.95,89560.15,479.79165
2024-11-15 17:30:00,1731691800000,89560.15,89930.0,89191.47,89892.0,507.18513
2024-11-15 17:45:00,1731692700000,89892.01,89944.0,89324.0,89484.85,380.19743
2024-11-15 18:00:00,1731693600000,89484.84,89696.97,89294.17,89485.1,320.1502
2024-11-15 18:15:00,1731694500000,89485.11,89797.7,89426.61,89767.99,439.30082
2024-11-15 18:30:00,1731695400000,89767.98,89810.0,89525.02,89727.27,310.99992
2024-11-15 18:45:00,1731696300000,89727.28,89780.0,89214.55,89387.99,283.1932
2024-11-15 19:00:00,1731697200000,89388.0,89620.0,89260.0,89487.21,305.35426
2024-11-15 19:15:00,1731698100000,89487.21,89723.34,89340.0,89716.16,259.38963
2024-11-15 19:30:00,1731699000000,89716.17,90590.0,89661.65,90585.0,903.05557
2024-11-15 19:45:00,1731699900000,90585.0,90844.9,90025.89,90377.89,1269.85316
2024-11-15 20:00:00,1731700800000,90377.89,90936.0,90324.85,90925.27,499.79247
2024-11-15 20:15:00,1731701700000,90925.27,91232.46,90740.49,90904.53,1240.4266
2024-11-15 20:30:00,1731702600000,90904.53,91178.02,90571.31,91121.27,668.25985
2024-11-15 20:45:00,1731703500000,91121.27,91461.01,90921.57,91447.98,750.94817
2024-11-15 21:00:00,1731704400000,91447.99,91461.01,91067.6,91304.68,547.05582
2024-11-15 21:15:00,1731705300000,91304.69,91400.0,91078.98,91291.54,517.61086
2024-11-15 21:30:00,1731706200000,91291.55,91419.99,91067.65,91414.99,370.67623
2024-11-15 21:45:00,1731707100000,91414.99,91830.35,91216.36,91678.78,737.70538
2024-11-15 22:00:00,1731708000000,91678.78,91850.0,91212.0,91348.59,372.03526
2024-11-15 22:15:00,1731708900000,91348.59,91430.2,91033.66,91203.77,346.86277
2024-11-15 22:30:00,1731709800000,91203.77,91633.58,91203.76,91450.11,375.37192
2024-11-15 22:45:00,1731710700000,91450.11,91462.55,91161.15,91208.0,184.61647
2024-11-15 23:00:00,1731711600000,91208.0,91433.6,91168.39,91433.59,255.54253
2024-11-15 23:15:00,1731712500000,91433.59,91450.0,91226.92,91247.42,206.69132
2024-11-15 23:30:00,1731713400000,91247.42,91292.0,91036.0,91062.24,269.81355
2024-11-15 23:45:00,1731714300000,91062.25,91100.99,90866.72,91032.07,450.91817
2024-11-16 00:00:00,1731715200000,91032.08,91348.5,90870.42,90870.43,509.06685
2024-11-16 00:15:00,1731716100000,90870.43,91137.17,90850.0,90859.06,360.369
2024-11-16 00:30:00,1731717000000,90859.06,91037.76,90859.05,90969.69,229.81326
2024-11-16 00:45:00,1731717900000,90969.69,91150.0,90869.57,91000.0,231.63266
2024-11-16 01:00:00,1731718800000,91000.0,91339.0,90942.42,91283.49,264.52744
2024-11-16 01:15:00,1731719700000,91283.49,91442.11,91125.87,91333.34,259.44814
2024-11-16 01:30:00,1731720600000,91333.34,91362.83,91144.76,91303.03,207.15765
2024-11-16 01:45:00,1731721500000,91303.03,91398.36,91102.82,91249.29,188.61802
2024-11-16 02:00:00,1731722400000,91249.3,91388.0,91151.51,91388.0,147.22857
2024-11-16 02:15:00,1731723300000,91388.0,91709.06,91387.99,91622.8,414.57096
2024-11-16 02:30:00,1731724200000,91622.81,91650.81,91376.0,91426.81,346.73046
2024-11-16 02:45:00,1731725100000,91426.82,91544.0,91300.0,91405.54,208.01027
2024-11-16 03:00:00,1731726000000,91405.54,91597.08,91332.03,91421.52,193.53593
2024-11-16 03:15:00,1731726900000,91421.53,91500.0,91325.53,91356.0,191.12295
2024-11-16 03:30:00,1731727800000,91356.0,91393.94,91053.48,91223.62,255.10291
2024-11-16 03:45:00,1731728700000,91223.62,91333.34,91084.0,91252.03,243.01885
2024-11-16 04:00:00,1731729600000,91252.04,91400.0,91064.24,91103.99,257.05674
2024-11-16 04:15:00,1731730500000,91103.98,91190.0,91068.0,91171.22,178.36326
2024-11-16 04:30:00,1731731400000,91171.23,91287.08,91133.95,91134.34,118.42457
2024-11-16 04:45:00,1731732300000,91134.33,91356.53,91100.37,91269.69,120.48644
2024-11-16 05:00:00,1731733200000,91269.7,91422.0,91144.74,91422.0,205.1888
2024-11-16 05:15:00,1731734100000,91421.99,91779.66,91362.0,91555.33,359.96477
2024-11-16 05:30:00,1731735000000,91555.33,91620.79,91347.97,91376.75,183.59792
2024-11-16 05:45:00,1731735900000,91376.75,91500.0,91327.51,91350.34,88.27118
2024-11-16 06:00:00,1731736800000,91350.34,91363.64,91217.0,91278.43,238.43879
2024-11-16 06:15:00,1731737700000,91278.42,91447.74,91244.65,91371.66,192.28872
2024-11-16 06:30:00,1731738600000,91371.66,91371.67,91184.0,91272.72,161.99632
2024-11-16 06:45:00,1731739500000,91272.72,91395.14,91149.76,91192.0,207.11656
2024-11-16 07:00:00,1731740400000,91192.0,91388.0,91138.87,91345.55,175.68042
2024-11-16 07:15:00,1731741300000,91345.54,91388.45,91309.94,91320.13,126.45878
2024-11-16 07:30:00,1731742200000,91320.13,91320.14,91104.01,91104.01,220.43652
2024-11-16 07:45:00,1731743100000,91104.0,91195.03,91068.19,91117.53,194.50533
2024-11-16 08:00:00,1731744000000,91117.52,91232.2,91052.31,91076.0,156.3539
2024-11-16 08:15:00,1731744900000,91076.0,91300.0,91025.11,91224.98,249.99596
2024-11-16 08:30:00,1731745800000,91224.97,91430.0,91224.97,91287.51,297.99948
2024-11-16 08:45:00,1731746700000,91287.51,91425.99,91249.42,91425.98,286.69616
2024-11-16 09:00:00,1731747600000,91425.98,91425.99,91303.03,91390.01,116.0165
2024-11-16 09:15:00,1731748500000,91390.01,91403.33,91231.71,91252.25,119.84372
2024-11-16 09:30:00,1731749400000,91252.26,91428.0,91199.18,91384.1,348.12096
2024-11-16 09:45:00,1731750300000,91384.1,91393.22,91235.23,91235.24,140.01593
2024-11-16 10:00:00,1731751200000,91235.23,91385.67,91220.15,91304.1,211.13334
2024-11-16 10:15:00,1731752100000,91304.11,91449.0,91255.13,91423.93,218.65361
2024-11-16 10:30:00,1731753000000,91423.94,91598.13,91417.06,91597.65,419.61986
2024-11-16 10:45:00,1731753900000,91597.66,91597.66,91393.16,91393.93,219.49537
2024-11-16 11:00:00,1731754800000,91393.94,91423.33,91265.36,91340.02,301.26209
2024-11-16 11:15:00,1731755700000,91340.01,91340.02,91067.31,91220.0,379.27039
2024-11-16 11:30:00,1731756600000,91219.99,91220.0,90995.48,91012.01,299.09164
2024-11-16 11:45:00,1731757500000,91012.01,91212.15,90993.15,91169.69,209.13406
2024-11-16 12:00:00,1731758400000,91169.69,91320.0,90525.54,90656.75,716.4132
2024-11-16 12:15:00,1731759300000,90656.74,90924.0,90500.0,90811.29,372.76728
2024-11-16 12:30:00,1731760200000,90811.3,90998.88,90731.27,90928.76,267.37987
2024-11-16 12:45:00,1731761100000,90928.77,90986.65,90848.48,90894.74,187.28447
2024-11-16 13:00:00,1731762000000,90894.75,91190.0,90860.0,91189.99,192.02467
2024-11-16 13:15:00,1731762900000,91189.99,91189.99,90928.05,90928.06,210.98398
2024-11-16 13:30:00,1731763800000,90928.05,90959.53,90772.46,90907.99,213.9502
2024-11-16 13:45:00,1731764700000,90908.0,90908.0,90684.21,90755.99,221.59105
2024-11-16 14:00:00,1731765600000,90756.0,90876.0,90700.0,90811.97,178.99964
2024-11-16 14:15:00,1731766500000,90811.97,91048.32,90608.8,91048.32,255.58653
2024-11-16 14:30:00,1731767400000,91048.31,91074.22,90822.0,90964.9,215.70516
2024-11-16 14:45:00,1731768300000,90964.9,91053.87,90916.57,90968.0,206.18614
2024-11-16 15:00:00,1731769200000,90968.01,91016.93,90522.0,90536.83,519.55235
2024-11-16 15:15:00,1731770100000,90536.83,90719.19,90330.0,90360.0,599.21301
2024-11-16 15:30:00,1731771000000,90360.68,90559.99,90236.85,90402.93,521.36295
2024-11-16 15:45:00,1731771900000,90402.92,90540.25,90056.17,90521.2,543.19603
2024-11-16 16:00:00,1731772800000,90521.2,90575.76,90186.64,90458.22,276.27992
2024-11-16 16:15:00,1731773700000,90458.21,90720.0,90458.21,90679.98,341.60589
2024-11-16 16:30:00,1731774600000,90679.99,90865.48,90522.0,90559.96,459.9295
2024-11-16 16:45:00,1731775500000,90559.95,90720.04,90450.0,90612.65,214.62942
2024-11-16 17:00:00,1731776400000,90612.64,90850.0,90505.39,90800.0,176.7035
2024-11-16 17:15:00,1731777300000,90800.0,90900.0,90752.0,90842.01,177.75809
2024-11-16 17:30:00,1731778200000,90842.01,90918.46,90732.31,90918.45,134.37085
2024-11-16 17:45:00,1731779100000,90918.45,91000.0,90849.25,90904.03,204.60301
2024-11-16 18:00:00,1731780000000,90904.02,91172.0,90840.0,91108.93,349.30908
2024-11-16 18:15:00,1731780900000,91108.93,91250.0,91102.09,91188.01,149.17521
2024-11-16 18:30:00,1731781800000,91188.01,91396.03,91188.01,91292.01,214.99748
2024-11-16 18:45:00,1731782700000,91292.0,91363.63,91221.59,91303.04,126.64774
2024-11-16 19:00:00,1731783600000,91303.04,91332.0,91125.0,91212.01,188.6788
2024-11-16 19:15:00,1731784500000,91212.0,91212.01,90956.0,91000.56,222.17392
2024-11-16 19:30:00,1731785400000,91000.56,91120.02,90949.61,91060.61,119.2786
2024-11-16 19:45:00,1731786300000,91060.6,91158.16,91008.0,91100.24,110.24018
2024-11-16 20:00:00,1731787200000,91100.23,91181.82,90972.23,91014.16,146.96055
2024-11-16 20:15:00,1731788100000,91014.16,91051.6,90670.6,90743.16,270.42087
2024-11-16 20:30:00,1731789000000,90743.16,90955.26,90743.15,90924.0,147.05585
2024-11-16 20:45:00,1731789900000,90924.0,90963.08,90685.0,90752.01,108.36725
2024-11-16 21:00:00,1731790800000,90752.01,90931.99,90702.0,90910.18,119.99564
2024-11-16 21:15:00,1731791700000,90910.18,91039.37,90840.44,91039.37,161.8981
2024-11-16 21:30:00,1731792600000,91039.37,91067.67,90950.61,90976.49,102.27377
2024-11-16 21:45:00,1731793500000,90976.48,91008.0,90855.11,90993.5,135.77339
2024-11-16 22:00:00,1731794400000,90993.49,91000.0,90865.47,90899.31,107.0712
2024-11-16 22:15:00,1731795300000,90899.31,90931.81,90871.56,90878.59,86.3587
2024-11-16 22:30:00,1731796200000,90878.59,90880.18,90713.67,90748.69,127.99771
2024-11-16 22:45:00,1731797100000,90748.69,90749.6,90300.0,90328.39,376.08237
2024-11-16 23:00:00,1731798000000,90328.39,90648.0,90328.0,90560.01,275.98837
2024-11-16 23:15:00,1731798900000,90560.0,90600.0,90400.0,90550.23,184.99181
2024-11-16 23:30:00,1731799800000,90550.24,90651.98,90403.87,90424.24,90.08492
2024-11-16 23:45:00,1731800700000,90424.25,90588.0,90380.0,90586.92,137.04666
2024-11-17 00:00:00,1731801600000,90587.98,90696.97,90576.0,90691.45,130.91087
2024-11-17 00:15:00,1731802500000,90691.46,90848.0,90691.46,90805.73,133.6918
2024-11-17 00:30:00,1731803400000,90805.74,90888.0,90684.93,90692.22,147.07801
2024-11-17 00:45:00,1731804300000,90692.23,90860.0,90680.65,90808.0,90.18722
2024-11-17 01:00:00,1731805200000,90808.0,90876.81,90654.39,90720.0,147.54213
2024-11-17 01:15:00,1731806100000,90719.99,90835.49,90644.83,90676.02,104.53693
2024-11-17 01:30:00,1731807000000,90676.01,90676.02,90168.64,90168.7,562.09666
2024-11-17 01:45:00,1731807900000,90168.69,90328.08,90001.0,90272.74,442.0329
2024-11-17 02:00:00,1731808800000,90272.73,90272.74,89475.96,89482.01,1168.87136
2024-11-17 02:15:00,1731809700000,89482.01,89899.98,89364.0,89734.52,740.92468
2024-11-17 02:30:00,1731810600000,89734.52,89938.0,89552.0,89885.12,334.99853
2024-11-17 02:45:00,1731811500000,89885.11,90120.0,89765.31,90024.01,257.51954
2024-11-17 03:00:00,1731812400000,90024.02,90239.4,89776.06,89776.06,280.30729
2024-11-17 03:15:00,1731813300000,89776.06,90048.0,89775.37,90011.99,183.2716
2024-11-17 03:30:00,1731814200000,90012.0,90148.0,89989.99,90119.99,89.04726
2024-11-17 03:45:00,1731815100000,90119.99,90247.86,90034.01,90247.86,137.70719
2024-11-17 04:00:00,1731816000000,90247.86,90432.7,90158.56,90285.34,231.54368
2024-11-17 04:15:00,1731816900000,90285.35,90516.0,90285.35,90424.25,249.67766
2024-11-17 04:30:00,1731817800000,90424.25,90681.37,90286.32,90627.89,333.49166
2024-11-17 04:45:00,1731818700000,90627.89,90680.0,90324.29,90576.0,291.48849
2024-11-17 05:00:00,1731819600000,90576.01,90888.0,90472.32,90776.0,233.83197
2024-11-17 05:15:00,1731820500000,90776.0,90803.71,90600.0,90637.15,152.27722
2024-11-17 05:30:00,1731821400000,90637.15,90672.0,90374.45,90427.99,208.59328
2024-11-17 05:45:00,1731822300000,90428.0,90600.0,90428.0,90470.13,82.19689
2024-11-17 06:00:00,1731823200000,90470.13,90515.16,90369.72,90412.91,130.74914
2024-11-17 06:15:00,1731824100000,90412.91,90603.24,90409.71,90559.99,81.1458
2024-11-17 06:30:00,1731825000000,90559.99,90769.99,90519.98,90769.99,130.64393
2024-11-17 06:45:00,1731825900000,90769.99,90769.99,90584.0,90645.44,176.20702
2024-11-17 07:00:00,1731826800000,90645.44,90666.67,90368.0,90368.14,203.7126
2024-11-17 07:15:00,1731827700000,90368.13,90547.77,90368.13,90508.76,129.8851
2024-11-17 07:30:00,1731828600000,90508.76,90643.98,90490.73,90643.97,147.72537
2024-11-17 07:45:00,1731829500000,90643.98,90643.98,90485.75,90550.8,190.94583
2024-11-17 08:00:00,1731830400000,90550.8,90796.0,90478.99,90688.0,269.01151
2024-11-17 08:15:00,1731831300000,90688.0,90740.0,90509.99,90607.99,217.74368
2024-11-17 08:30:00,1731832200000,90607.99,90838.31,90548.7,90746.97,274.13595
2024-11-17 08:45:00,1731833100000,90746.97,91050.01,90746.97,90985.11,359.71751
2024-11-17 09:00:00,1731834000000,90985.11,91449.99,90968.8,91249.48,422.00194
2024-11-17 09:15:00,1731834900000,91249.48,91324.89,91115.38,91135.98,215.5658
2024-11-17 09:30:00,1731835800000,91135.98,91276.58,91030.3,91256.0,261.96491
2024-11-17 09:45:00,1731836700000,91256.01,91322.79,91080.0,91295.24,169.68925
2024-11-17 10:00:00,1731837600000,91295.24,91330.88,91140.21,91219.75,188.95202
2024-11-17 10:15:00,1731838500000,91219.76,91235.27,91080.01,91136.0,103.46473
2024-11-17 10:30:00,1731839400000,91135.99,91148.0,91014.88,91028.97,97.90856
2024-11-17 10:45:00,1731840300000,91028.96,91143.8,90882.74,91056.0,151.4615
2024-11-17 11:00:00,1731841200000,91055.99,91076.0,90544.01,90707.24,448.60769
2024-11-17 11:15:00,1731842100000,90707.25,90799.99,90588.22,90720.85,213.22316
2024-11-17 11:30:00,1731843000000,90720.85,90800.0,90564.99,90672.69,286.89282
2024-11-17 11:45:00,1731843900000,90672.69,90832.0,90508.0,90684.19,248.75415
2024-11-17 12:00:00,1731844800000,90684.19,90939.4,90632.0,90839.0,293.08978
2024-11-17 12:15:00,1731845700000,90839.0,90980.0,90741.1,90843.58,224.63641
2024-11-17 12:30:00,1731846600000,90843.58,90989.8,90788.0,90989.79,126.34974
2024-11-17 12:45:00,1731847500000,90989.79,91189.88,90960.0,91080.68,328.74349
2024-11-17 13:00:00,1731848400000,91080.68,91112.0,90829.52,90873.97,232.26023
2024-11-17 13:15:00,1731849300000,90873.98,90873.98,90653.5,90744.46,204.53788
2024-11-17 13:30:00,1731850200000,90744.46,90831.75,90310.0,90456.01,457.015
2024-11-17 13:45:00,1731851100000,90456.01,90636.16,90408.09,90504.01,230.8399
2024-11-17 14:00:00,1731852000000,90504.02,90765.96,90486.0,90678.95,201.34704
2024-11-17 14:15:00,1731852900000,90678.96,90708.0,90095.34,90095.34,323.82946
2024-11-17 14:30:00,1731853800000,90095.34,90343.43,89925.91,90279.98,668.58589
2024-11-17 14:45:00,1731854700000,90279.98,90358.88,90218.56,90310.91,148.43168
2024-11-17 15:00:00,1731855600000,90310.92,90475.27,90114.5,90402.01,281.03068
2024-11-17 15:15:00,1731856500000,90402.01,90440.0,90309.55,90372.0,132.6101
2024-11-17 15:30:00,1731857400000,90372.0,90587.99,90293.87,90472.0,174.72297
2024-11-17 15:45:00,1731858300000,90472.0,90572.0,90235.92,90260.01,138.7839
2024-11-17 16:00:00,1731859200000,90260.01,90403.99,90076.29,90158.02,224.15014
2024-11-17 16:15:00,1731860100000,90158.01,90372.0,90122.77,90333.33,120.39921
2024-11-17 16:30:00,1731861000000,90333.34,90408.0,90216.0,90263.28,164.87456
2024-11-17 16:45:00,1731861900000,90263.28,90523.45,90256.79,90446.92,224.20358
2024-11-17 17:00:00,1731862800000,90446.91,90446.92,90282.82,90282.82,179.47074
2024-11-17 17:15:00,1731863700000,90282.82,90590.98,90150.23,90457.65,241.89486
2024-11-17 17:30:00,1731864600000,90457.65,90640.18,90392.0,90491.65,208.74239
2024-11-17 17:45:00,1731865500000,90491.65,90618.01,90447.85,90578.66,101.49329
2024-11-17 18:00:00,1731866400000,90578.66,90616.78,90220.55,90304.8,138.18123
2024-11-17 18:15:00,1731867300000,90304.81,90304.81,89960.0,90045.31,264.26342
2024-11-17 18:30:00,1731868200000,90045.31,90177.5,89832.44,90108.01,307.75521
2024-11-17 18:45:00,1731869100000,90108.01,90166.3,89933.87,89936.0,142.21971
2024-11-17 19:00:00,1731870000000,89936.0,90041.23,89765.36,89868.0,242.24567
2024-11-17 19:15:00,1731870900000,89868.0,89917.62,89664.34,89897.46,215.18139
2024-11-17 19:30:00,1731871800000,89897.46,90120.26,89832.68,90120.26,167.19575
2024-11-17 19:45:00,1731872700000,90120.25,90140.0,90020.0,90044.0,170.12048
2024-11-17 20:00:00,1731873600000,90044.0,90212.13,90000.0,90156.02,149.47554
2024-11-17 20:15:00,1731874500000,90156.02,90181.82,89500.0,89679.99,359.56402
2024-11-17 20:30:00,1731875400000,89680.0,89820.0,89575.25,89742.01,297.22346
2024-11-17 20:45:00,1731876300000,89742.01,89742.01,89562.01,89636.0,177.76268
2024-11-17 21:00:00,1731877200000,89636.0,89691.0,89468.0,89481.4,222.16674
2024-11-17 21:15:00,1731878100000,89481.4,89748.02,89195.46,89638.97,442.48154
2024-11-17 21:30:00,1731879000000,89638.97,89676.0,89333.33,89430.24,209.04069
2024-11-17 21:45:00,1731879900000,89430.24,89474.95,89002.08,89137.98,335.15592
2024-11-17 22:00:00,1731880800000,89137.97,89394.81,88722.0,89376.0,804.75572
2024-11-17 22:15:00,1731881700000,89375.99,89647.84,89366.69,89519.92,381.26036
2024-11-17 22:30:00,1731882600000,89519.92,89575.76,89278.54,89303.33,190.62267
2024-11-17 22:45:00,1731883500000,89303.32,89600.0,89303.31,89556.0,149.94214
2024-11-17 23:00:00,1731884400000,89556.0,89750.0,89316.98,89453.5,364.59871
2024-11-17 23:15:00,1731885300000,89453.51,89750.0,89345.0,89664.01,274.44152
2024-11-17 23:30:00,1731886200000,89664.01,89815.77,89526.51,89699.99,228.15721
2024-11-17 23:45:00,1731887100000,89699.99,89863.99,89649.8,89855.99,147.7666
2024-11-18 00:00:00,1731888000000,89855.98,89966.4,89617.96,89798.56,251.99897
2024-11-18 00:15:00,1731888900000,89798.57,89923.57,89660.0,89923.57,129.11395
2024-11-18 00:30:00,1731889800000,89923.56,90120.74,89836.0,90023.49,222.92664
2024-11-18 00:45:00,1731890700000,90023.49,90096.26,89852.0,89940.0,140.56481
2024-11-18 01:00:00,1731891600000,89940.0,90169.02,89894.38,90151.52,149.41316
2024-11-18 01:15:00,1731892500000,90151.51,90582.19,90090.78,90572.65,261.07272
2024-11-18 01:30:00,1731893400000,90572.65,90912.62,90572.65,90702.39,456.52249
2024-11-18 01:45:00,1731894300000,90702.39,90935.44,90584.91,90747.57,222.21079
2024-11-18 02:00:00,1731895200000,90747.57,90847.61,90494.54,90568.02,363.0581
2024-11-18 02:15:00,1731896100000,90568.02,90600.0,90405.01,90468.56,134.38352
2024-11-18 02:30:00,1731897000000,90468.56,90632.39,90468.56,90606.06,108.06491
2024-11-18 02:45:00,1731897900000,90606.06,90756.06,90470.83,90493.89,127.9175
2024-11-18 03:00:00,1731898800000,90493.88,90536.0,90300.0,90387.55,163.38813
2024-11-18 03:15:00,1731899700000,90387.54,90484.85,90300.02,90363.73,215.086
2024-11-18 03:30:00,1731900600000,90363.73,90567.28,90363.73,90448.36,142.49339
2024-11-18 03:45:00,1731901500000,90448.35,90676.92,90442.14,90668.58,164.01744
2024-11-18 04:00:00,1731902400000,90668.58,90700.0,90540.0,90540.0,139.16237
2024-11-18 04:15:00,1731903300000,90540.0,90592.01,90500.0,90547.99,87.11615
2024-11-18 04:30:00,1731904200000,90548.0,90596.59,90481.97,90559.99,104.20904
